url_hash,title,url,seendate,domain,language,sourcecountry,query_keyword,query_group,collect_date,kg_entities,kg_match_count,relevance,topic,category
a1593004e1fb28a970c4e25ac22ceb05,US Says It Fired Hellfire Missile at Cargo Ship Attempting To Reach Iran,https://news.antiwar.com/2026/05/31/us-says-it-fired-hellfire-missile-at-cargo-ship-attempting-to-reach-iran/,20260531T184500Z,news.antiwar.com,English,United States,vessel,D4_운송,2026-05-31,,0,HIGH,Iran sanctions enforcement,1_Security
92159556714c418fd56825911f54b1d6,WH official says Indian refineries to benefit after Hormuz reopening,https://www.prokerala.com/news/articles/a1769708.html,20260531T181500Z,prokerala.com,English,India,shipping,D4_운송,2026-05-31,,0,HIGH,Hormuz reopening,7_Shipping
8c25e2adeafa99c94d461e29b9368583,"Trump says he will soon decide on Iran deal , demands reopening of Hormuz Strait",https://www.yahoo.com/news/politics/articles/iran-calls-actions-not-words-143225712.html,20260531T174500Z,yahoo.com,English,United States,shipping,D4_운송,2026-05-31,,0,HIGH,Hormuz strait reopening,1_Security
02013b46196b1b1fe4327109eef27742,Dozens of ships escape Strait of Hormuz with US help,https://www.thenationalnews.com/business/energy/2026/05/31/dozens-of-ships-escape-strait-of-hormuz-with-us-help/,20260531T161500Z,thenationalnews.com,English,,shipping,D4_운송,2026-05-31,,0,HIGH,Hormuz ship transit,7_Shipping
78ca9a3eb3742e8d2977abead168a05a,"The strait may reopen , but global confidence may not return",https://thefrontierpost.com/the-strait-may-reopen-but-global-confidence-may-not-return/,20260531T161500Z,thefrontierpost.com,English,Pakistan,shipping,D4_운송,2026-05-31,,0,HIGH,Hormuz reopening,7_Shipping
0c87e458024aeea9f0a072463035dc1a,US fires at commercial ship while enforcing blockade on Iranian ports,https://www.wcvb.com/article/us-fires-at-commercial-ship-blockade-iran/71452023,20260531T161500Z,wcvb.com,English,United States,vessel,D4_운송,2026-05-31,,0,HIGH,Hormuz blockade enforcement,1_Security
56b5422d63f8e497326c1ab73b949853,US military says it turned away blockade runner trying to reach Iranian port,https://wsau.com/2026/05/30/us-military-says-it-turned-away-blockade-runner-trying-to-reach-iranian-port/,20260531T153000Z,wsau.com,English,United States,vessel,D4_운송,2026-05-31,,0,HIGH,Iran blockade enforcement,1_Security
d04e5c292b529c8c4405136450c20b8e,US Warns Of Sanctions Risk If Deals On Strait Of Hormuz Passage Are Struck,https://www.ibtimes.com/us-warns-sanctions-risk-if-deals-strait-hormuz-passage-are-struck-3803546,20260531T134500Z,ibtimes.com,English,United States,vessel,D4_운송,2026-05-31,,0,HIGH,Hormuz passage sanctions,1_Security
c672238bad01296606314820dd1b1695,Iran latest : US fires missile at cargo ship for trying to breach Iranian port blockade,https://www.fox29.com/news/iran-latest-may-31,20260531T133000Z,fox29.com,English,United States,shipping,D4_운송,2026-05-31,,0,HIGH,Hormuz blockade action,1_Security
2f299a8005f48e51232bb2f25bdd4c78,Oman Warns Of Suspected Naval Mine In Hormuz Strait,https://www.globalsecurity.org/wmd/library/news/iran/2026/05/iran-260530-rferl01.htm,20260531T130000Z,globalsecurity.org,English,Syria,shipping,D4_운송,2026-05-31,,0,HIGH,Hormuz naval mine,1_Security
