url_hash,title,url,seendate,domain,language,sourcecountry,query_keyword,query_group,collect_date,kg_entities,kg_match_count,relevance,topic,category
90a372346887b40537ce3516cb151af8,US Forces No Longer Allowed Into Strait of Hormuz – Iranian Army Commander,https://sputnikglobe.com/20260816/us-forces-no-longer-allowed-into-strait-of-hormuz--iranian-army-commander-1124587680.html,20260816T183000Z,sputnikglobe.com,English,,Persian Gulf,D1_초크포인트,2026-08-16,,0,HIGH,Hormuz access restriction,1_Security
d1b200790ca304abc853f0a9fa73a30c,Strait of Hormuz Standoff : Three Vessels Attacked in 72 Hours as Maritime Threat Level Stays Severe,https://gulfnews.com/world/mena/strait-of-hormuz-standoff-three-vessels-attacked-in-72-hours-as-threat-stays-severe-1.500642826,20260816T174500Z,gulfnews.com,English,United Arab Emirates,Gulf of Aden,D1_초크포인트,2026-08-16,,0,HIGH,Hormuz vessel attacks,1_Security
3c94728a83e207e72e8f817ffacf0061,A New Game of Monopoly : Middle Eastern Pipelines Cannot Replace the Strait of Hormuz,https://www.fairobserver.com/economics/a-new-game-of-monopoly-middle-eastern-pipelines-cannot-replace-the-strait-of-hormuz/,20260816T174500Z,fairobserver.com,English,United States,shipping,D4_운송,2026-08-16,,0,HIGH,Hormuz Pipeline Alternative,1_Security
8ff38d5b4abe17c1db6a50293e81bcae,Iran - Qatar Rift Over Detained Pilots Erupts as Hormuz Deal Nears Monday Deadline,https://www.hngn.com/articles/272667/20260815/iran-parliament-panel-advances-bill-control-hormuz-us-presses-arms-makers-war-footing.htm,20260816T154500Z,hngn.com,English,United States,Persian Gulf,D1_초크포인트,2026-08-16,,0,HIGH,Hormuz strait deal deadline,1_Security
162ab02f20a89f6fc8323aee59c7ac52,Trump Says U . S . Could Claim Strait of Hormuz,https://www.wmal.com/2026/08/16/trump-says-us-could-claim-strait-of-hormuz-as-iran-keeps-shipping-route-nearly-shut/,20260816T131500Z,wmal.com,English,United States,shipping,D4_운송,2026-08-16,,0,HIGH,Hormuz Strait Control,1_Security
da393dd322a001412c0ce613985e5f89,"AD Ports Expands Trucks , Ships and Air Cargo to Bypass Strait of Hormuz Disruption and Keep UAE Supply Chains Moving",https://gulfnews.com/business/markets/ad-ports-adds-trucks-ships-and-air-cargo-routes-during-strait-of-hormuz-disruption-1.500642576,20260816T124500Z,gulfnews.com,English,United Arab Emirates,shipping,D4_운송,2026-08-16,,0,HIGH,Hormuz bypass routes,7_Shipping
1e4d1f972d277003d60e3aff94e85cbc,UAE state oil company says vessel attacked in Hormuz strait,https://www.naharnet.com/stories/en/321855-uae-state-oil-company-says-vessel-attacked-in-hormuz-strait,20260816T124500Z,naharnet.com,English,Syria,shipping,D4_운송,2026-08-16,,0,HIGH,Hormuz vessel attack,1_Security
d208c833501a88cc5c79da90ead46868,Houthi missile barrage hits Mocha port as fighting escalates in Yemen,https://www.middleeasteye.net/news/houthi-missile-barrage-hits-mocha-port-fighting-escalates-yemen,20260816T123000Z,middleeasteye.net,English,Israel,shipping,D4_운송,2026-08-16,,0,HIGH,Houthi Mocha port attack,1_Security
52ef893d9cdd83427bd4c330cba0e459,"Iran , Oman home in on Hormuz Strait deal as ship attacks mount",https://www.westhawaiitoday.com/2026/08/16/nation-world-news/iran-oman-home-in-on-hormuz-strait-deal-as-ship-attacks-mount/,20260816T120000Z,westhawaiitoday.com,English,United States,Persian Gulf,D1_초크포인트,2026-08-16,,0,HIGH,Hormuz strait deal negotiations,1_Security
195d8aa519007b26f8caa852d7433656,Trump Says US Could Claim Strait of Hormuz as Iran Keeps Shipping Route Nearly Shut,https://www.newsradio1029.com/2026/08/16/trump-says-us-could-claim-strait-of-hormuz-as-iran-keeps-shipping-route-nearly-shut/,20260816T120000Z,newsradio1029.com,English,United States,shipping,D4_운송,2026-08-16,,0,HIGH,Hormuz Strait Control,1_Security
a9aa87181d50f08d4a0cde49337b7a1c,Two UAE tankers attacked while transiting Strait of Hormuz,https://theshillongtimes.com/2026/08/15/two-uae-tankers-attacked-while-transiting-strait-of-hormuz/,20260816T114500Z,theshillongtimes.com,English,India,Persian Gulf,D1_초크포인트,2026-08-16,,0,HIGH,Hormuz tanker attack,1_Security
1f82af3eb275c43a94cdf96709f16c0f,The Return of Somali Piracy,https://slguardian.org/the-return-of-somali-piracy/,20260816T101500Z,slguardian.org,English,Sri Lanka,shipping,D4_운송,2026-08-16,,0,HIGH,Somali piracy,1_Security
df4712d9fdc2d01f33520a46f0282074,Yemen closes strategic Mocha port after numerous Houthi missile attacks,http://www.jpost.com/middle-east/article-905632,20260816T100000Z,jpost.com,English,Israel,Gulf of Aden,D1_초크포인트,2026-08-16,,0,HIGH,Mocha port closure,1_Security
28eeb0bb6929e4c8ed9206a937379fab,"Iran , Oman agree on new shipping route through Strait of Hormuz",https://www.azernews.az/region/262441.html,20260816T094500Z,azernews.az,English,Azerbaijan,Persian Gulf,D1_초크포인트,2026-08-16,,0,HIGH,Hormuz shipping route,7_Shipping
926275419dc11c8d2154708c129fac2b,Houthi missile barrage shuts Yemen Mocha port,https://www.middle-east-online.com/en/houthi-missile-barrage-shuts-yemen%E2%80%99s-mocha-port,20260816T084500Z,middle-east-online.com,English,Iraq,Gulf of Aden,D1_초크포인트,2026-08-16,,0,HIGH,Mocha port Houthi,1_Security
35cbd20d01cbfd134c75a81608a13e9c,"Israeli strikes kill 9 in Lebanon , tanker attacked in Hormuz",https://www.bostonglobe.com/2026/08/15/world/us-iran-war-israeli-strike-kills-7-in-lebanon-tanker-attacked-in-hormuz/,20260816T081500Z,bostonglobe.com,English,United States,Persian Gulf,D1_초크포인트,2026-08-16,,0,HIGH,Hormuz tanker attack,1_Security
17f146a8e684c22727be90d6faf3df1d,"Oil climbs over $1 on tanker attacks , no progress on peace | The Peninsula Qatar",http://thepeninsulaqatar.com/article/16/08/2026/oil-climbs-over-1-on-tanker-attacks-no-progress-on-peace,20260816T081500Z,thepeninsulaqatar.com,English,Qatar,WTI crude,D5_시장지표,2026-08-16,,0,HIGH,Tanker attacks oil,5_EconFinance
e093e09cbe98855f70dcb10245b7ac7d,"UAE says Iran attacked ADNOC vessel in Hormuz , urges waterway reopening",https://www.asiaone.com:443/asia/uae-says-iran-attacked-adnoc-vessel-hormuz-urges-waterways-reopening,20260816T080000Z,asiaone.com,English,Singapore,shipping,D4_운송,2026-08-16,,0,HIGH,Hormuz vessel attack,1_Security
26d98371a20c5cf2502ec30420aaa491,Live updates : US - Iran war ; Yemen port suspends operations as Hormuz stalemate continues,https://edition.cnn.com/2026/08/16/world/live-news/iran-war-trump,20260816T063000Z,edition.cnn.com,English,United States,shipping,D4_운송,2026-08-16,,0,HIGH,Hormuz disruption Yemen,1_Security
279abcc718acd35f9ca0c96d9de5b402,"Iran Demands Compensation , End to US Blockade Before Hormuz Reopens MFA Spox",https://sputnikglobe.com/20260816/iran-demands-compensation-end-to-us-blockade-before-hormuz-reopens--mfa-spox-1124584478.html,20260816T061500Z,sputnikglobe.com,English,,shipping,D4_운송,2026-08-16,,0,HIGH,Hormuz Reopening Demand,1_Security
22b88f113165d885f1ac5e056992be6b,"Iran , Oman close in on Hormuz deal",https://www.orissapost.com/iran-oman-close-in-on-hormuz-deal/,20260816T053000Z,orissapost.com,English,India,shipping,D4_운송,2026-08-16,,0,HIGH,Hormuz strait deal,1_Security
5034550f062034abaeae4e78e2d3eeae,Another tanker attacked in Hormuz ; Iran says Qatar is holding 3 missing pilots,https://www.businesstoday.in/world/story/another-tanker-attacked-in-hormuz-iran-says-qatar-is-holding-3-missing-pilots-549440-2026-08-16,20260816T040000Z,businesstoday.in,English,India,Persian Gulf,D1_초크포인트,2026-08-16,,0,HIGH,Hormuz tanker attack,1_Security
dc4bd1391642fa3f5f74d09a530066b5,Covert Mideast Oil Flows Are Keeping Global Prices in Check,https://gcaptain.com/covert-mideast-oil-flows-are-keeping-global-prices-in-check/,20260816T184500Z,gcaptain.com,English,United States,Persian Gulf,D1_초크포인트,2026-08-16,,0,MEDIUM,Covert oil flows,5_EconFinance
fc9f64049da7e48a668ce53035069edd,"US - Iran Standoff Impact on UAE : Strait of Hormuz , Flight Disruptions , Shipping Routes and What Residents Should Know Today",https://gulfnews.com/world/mena/what-uae-residents-need-to-know-this-evening-as-us-iran-standoff-disrupt-regional-travel-and-shipping-1.500642785,20260816T174500Z,gulfnews.com,English,United Arab Emirates,shipping,D4_운송,2026-08-16,,0,MEDIUM,Hormuz shipping impact,1_Security
